id;cvoie;cdgi;typo;typo_min;date_arret;siecle;statut;typvoie;prevoie;nomvoie;arrdt;quartier;feuille;debut;fin;longueur;largeur;n_pair;n_impair;alignement;servitude;historique;denomination;classement;observation;numerotage;orig;declassement;nivellement;assainissement;ouverture;geo_point_2d;validite
"11893";;;RUE DE LONDRES;rue de Londres;1826/08/05;"19";Voie publique de la Ville de Paris;rue;de;Londres;"[ ""08e"", ""09e"" ]";"[ ""Europe"", ""Saint-Georges"" ]";"[ ""50C4"", ""49D4"" ]";"place d'Estienne d''Orves, 1.";place de l'Europe-Simone Veil.;580;15;"38";"35";"Non retenus au POS et non repris au PLU : Décret du 30 juin 1859 (UP), avant la place de l'Europe sur des longueurs de : 1° 63 m environ du côté impair ; 2° 36,50 m environ du côté pair. Ordonnance du 2 février 1826, le surplus.";"Zone de servitude ""non aedificandi"" sur l'immeuble situé à l'angle de la place de l'Europe.";;Décision ministérielle du 5 août 1826.;;;;"Capitale de l'Angleterre ; voisinage de la place de l'Europe.";;;;Ordonnance du 2 février 1826.;"lat: 48.87773412944275, lon: 2.3273030169483295";Dénomination actuelle
"11510";;;PASSAGE DU JEU DE BOULES;passage du Jeu de Boules;;;Voie publique de la Ville de Paris;passage;du;Jeu de Boules;"[ ""11e"" ]";"[ ""Folie-Méricourt"" ]";"[ ""72D1"", ""72D2"" ]";"rue Amelot, 142-146.";"rue de Malte, 43.";100;6.25;"8";"13";Retenus au POS et non repris au PLU : Arrêté municipal du 11 mai 1993.;;;;Arrêté municipal du 11 mai 1993.;;;Dû à un ancien jeu de boules.;;Arrêté municipal du 11 mai 1993.;;Ouverte en 1826.;"lat: 48.86555563491606, lon: 2.3669950681201963";Dénomination actuelle
"9301";;;RUE BERNARD DE CLAIRVAUX;rue Bernard de Clairvaux;1977/01/24;"20";Voie privée inscrite à la liste des voies privées ouvertes à la circulation publique;rue;;Bernard de Clairvaux;"[ ""03e"" ]";"[ ""Sainte-Avoye"" ]";"[ ""71D4"" ]";rue Brantôme.;"rue Saint-Martin, 172.";70;8;"8";"7";;;"Voie piétonnière créée, en 1977, dans le cadre de l'aménagement du secteur des Halles.";Décision préfectorale du 24 janvier 1977.;;voie privée ouverte à la circulation publique (arr. mun. du 27 mars 1981).;;"Bernard de Clairvaux (saint), premier abbé de l'abbaye de Clairvaux ; une des principales personnalités de l'Occident Chrétien. En souvenir de l'ancienne impasse de Clairvaux qui a disparu lors de la rénovation du quartier.";;;;Voie piétonnière créée en 1977.;"lat: 48.862349012899465, lon: 2.3524757696334397";Dénomination actuelle
"9127";;;CITE D'AUSTERLITZ;cité d'Austerlitz;;;Voie privée non inscrite à la liste des voies privées ouvertes à la circulation publique;cité;d';Austerlitz;"[ ""05e"" ]";"[ ""Jardin des Plantes"" ]";"[ ""112A4"" ]";"rue Nicolas Houël, 1.";en impasse;35;12;"4";"5";;;;;;Voie privée.;;"Ouverte par la société immobilière ""Austerlitz"".";;;;Ouverte en 1932.;"lat: 48.84184493874908, lon: 2.3624402449274453";Dénomination actuelle
"11971";;;RUE DES LYONNAIS;rue des Lyonnais;;;Voie publique de la Ville de Paris;rue;des;Lyonnais;"[ ""05e"" ]";"[ ""Val-de-Grâce"" ]";"[ ""111C2"" ]";"rue Broca, 40.";"rue Berthollet, 19.";155;15;"34";"19";"Non retenus au POS et non repris au PLU : Ordonnance du 15 juin 1845, côté impair. Arrêté du 26 août 1949, côté pair et pans coupés, côté impair, aux angles des rues Broca et Berthollet.";;Précédemment rue des Laonnais.;;;;;Elle aurait été ouverte sur les terrains d'un sieur Lyonnet (ou Lyonnait).;;Arrêté du 26 août 1949.;;Ouverte vers 1605.;"lat: 48.83834688348833, lon: 2.346667836205233";Dénomination actuelle
"9247";;;COUR DU BEL AIR;cour du Bel Air;;;Voie privée non inscrite à la liste des voies privées ouvertes à la circulation publique;cour;du;Bel Air;"[ ""12e"" ]";"[ ""Quinze-Vingts"" ]";"[ ""93C1"" ]";"rue du Faubourg Saint-Antoine, 56.";en impasse;56;3.1;"2";"1";;;;;;;;"L'hôtel du Bel Air, situé dans cette voie.";;;;;"lat: 48.85166991044091, lon: 2.372993828649494";Dénomination actuelle
"9331";;;RUELLE BIDAULT;ruelle Bidault;;;Voie privée inscrite à la liste des voies privées ouvertes à la circulation publique;ruelle;;Bidault;"[ ""12e"" ]";"[ ""Quinze-Vingts"" ]";"[ ""113B1"", ""113B2"" ]";"avenue Daumesnil, 123.";"rue de Charenton, 158.";67;3.3;"8";"11";;;;;;voie privée ouverte à la circulation publique (arr. du 23 juin 1959).;;"M. Bidault, ancien propriétaire du terrain.";;;;;"lat: 48.84486162269244, lon: 2.381717603991408";Dénomination actuelle
"9964";;;RUE DU COLONEL DRIANT;rue du Colonel Driant;1926/02/04;"20";Voie publique de la Ville de Paris;rue;du;Colonel Driant;"[ ""01e"" ]";"[ ""Halles"", ""Palais-Royal"" ]";"[ ""70D4"", ""71C3"" ]";"rue Jean-Jacques Rousseau, 29-39.";"rue de Valois, 8.";262;20;"24";"17";"Non retenus au POS et non repris au PLU : Décret du 17 avril 1928 (UP), partie A. Décret du 16 décembre 1915 (UP), partie B.";;;"Arrêté du 14 février 1947, partie A. Arrêté du 4 février 1926, partie B.";;"Largeur : 20 m (moindre) entre les rues Jean-Jacques Rousseau et Croix des Petits Champs (A) ; 16 m, le surplus (B).";Arrêté du 11 juin 1952.;"Emile Auguste Cyprien Driant (1855-1916), officier et écrivain militaire français, mort au champ d'honneur.";;"Décret du 17 avril 1928 (UP), partie A. Décret du 16 décembre 1915 (UP), partie B.";;"Décret du 17 avril 1928 (UP), partie A. Décret du 16 décembre 1915 (UP), partie B.";"lat: 48.86349366599022, lon: 2.339986322866872";Dénomination actuelle
"8771";;;RUE DE L'ABBE ROGER DERRY;rue de l'Abbé Roger Derry;1958/10/27;"20";Voie publique de la Ville de Paris;rue;de l';Abbé Roger Derry;"[ ""15e"" ]";"[ ""Grenelle"" ]";"[ ""88C4"" ]";"avenue de Suffren, 94.";"rue du Laos, 11.";65;12;;"5";Non retenus au POS et non repris au PLU : Arrêté du 12 février 1935.;;"Précédemment, partie de la rue de la Cavalerie. Plus anciennement, partie de la rue de la Ferme de Grenelle.";Arrêté du 27 octobre 1958.;Arrêté du 12 février 1935.;;;"L'abbé Roger Derry, second vicaire à Saint-François Xavier, résistant mort en déportation à Cologne le 15 octobre 1943.";;Arrêté du 12 février 1935.;;;"lat: 48.85018202726407, lon: 2.3015477986060966";Dénomination actuelle
"8815";;;PLACE ADRIEN OUDIN;place Adrien Oudin;1935/01/21;"20";Voie publique de la Ville de Paris;place;;Adrien Oudin;"[ ""09e"" ]";"[ ""Chaussée-d'Antin"" ]";"[ ""70B1"" ]";au débouché de la rue Taitbout sur le côté pair du boulevard Haussmann.;;;;"4";"3";"Non retenus au POS et non repris au PLU : Ordonnance royale du 16 avril 1831, côté impair et côté pair sur une longueur de 21 m environ à partir du boulevard Haussmann.";;Précédemment partie des rues Taitbout et du Helder.;Arrêté du 21 janvier 1935.;;;Arrêté du 8 octobre 1935.;"Adrien Oudin (1873-1934), député, conseiller municipal du quartier.";;;;;"lat: 48.872869862459765, lon: 2.33541216251584";Dénomination actuelle
"11311";;;PASSAGE DE L'HORLOGE A AUTOMATES;passage de l'Horloge à Automates;1979/12/13;"20";Voie privée non inscrite à la liste des voies privées ouvertes à la circulation publique;passage;de l';Horloge à Automates;"[ ""03e"" ]";"[ ""Sainte-Avoye"" ]";"[ ""71D4"" ]";"rue Rambuteau, 52.";passage du Commerce Saint-Martin.;127;3;"18";"17";;;Voie piétonnière créée en 1979 dans le cadre de l'aménagement du secteur des Halles.;Décision municipale du 13 décembre 1979.;;;;Voisinage de l'horloge à automates monumentale installée par Jacques Monestier.;;;;Voie piétonnière créée en 1979.;"lat: 48.86207120845137, lon: 2.352324896660137";Dénomination actuelle
"11335";;;PLACE IGOR STRAVINSKY;place Igor Stravinsky;1979/11/21;"20";Voie privée non inscrite à la liste des voies privées ouvertes à la circulation publique;place;;Igor Stravinsky;"[ ""04e"" ]";"[ ""Saint-Merri"" ]";"[ ""91B1"" ]";"au-dessus de l'Institut de Recherche et de Coordination Acoustique Musique entre les rues du Cloître Saint-Merri, Brisemiche et Saint-Merri.";;81;35;;;;;;Décision municipale du 21 novembre 1979.;;;;"Igor Féodorovitch Stravinsky (Orianienbaum, 1882-New York, 1971), compositeur d'origine russe naturalisé français puis américain.";;;;;"lat: 48.85951174325238, lon: 2.3514166117017155";Dénomination actuelle
"10970";;;AVENUE DU GENERAL MARGUERITTE;avenue du Général Margueritte;1934/01/13;"20";Voie publique de la Ville de Paris;avenue;du;Général Margueritte;"[ ""07e"" ]";"[ ""Gros-Caillou"" ]";"[ ""88A4"", ""88A3"" ]";allée Adrienne Lecouvreur.;allée Thomy-Thierry.;250;20;;;;;;Arrêté du 13 janvier 1934.;;Allée du parc du Champ de Mars.;;"Jean Auguste Margueritte (1823-1870), général, mort au champ d'honneur.";;;;;"lat: 48.85536288002892, lon: 2.299003265510422";Dénomination actuelle
"10001";;;ALLEE DE LA COMTESSE DE SEGUR;allée de la Comtesse de Ségur;1978/08/30;"20";Domaine public ne constituant pas du domaine public routier de la Ville de Paris;allée;de la;Comtesse de Ségur;"[ ""08e"" ]";"[ ""Europe"" ]";"[ ""48D4"", ""49C1"" ]";avenue Velasquez.;avenue Van Dyck.;470;15;;;;Les terrains riverains doivent être clos par des grilles d'un modèle uniforme et cultivés en parterres d'agrément dans une zone de 5 m en arrière des alignements (contrats des 14 janvier 1864 et 8 avril entre la Ville de Paris et M. Pereire).;Précédemment dénommée allée Velasquez.;Arrêté municipal du 30 août 1978.;;Cette allée fait partie du parc de Monceau.;;"Sophie Rostopchine, comtesse de Ségur (Saint-Pétersbourg, 1799-Paris, 1874), femme de lettres française.";;;;;"lat: 48.87926058987178, lon: 2.30910475235652";Dénomination actuelle
"11106";;;RUE DU GRAND VENEUR;rue du Grand Veneur;1987/02/23;"20";Voie privée inscrite à la liste des voies privées ouvertes à la circulation publique;rue;du;Grand Veneur;"[ ""03e"" ]";"[ ""Archives"" ]";"[ ""92B1"" ]";rue des Arquebusiers.;Hôtel du Grand Veneur.;115;3;"8";"15";;;Elle avait été provisoirement dénommée E/3.;Décision municipale du 23 février 1987.;;voie privée ouverte à la circulation publique (arr. mun. du 20 juillet 1988).;;;;;;;"lat: 48.859067404621854, lon: 2.3660983757258323";Dénomination actuelle
"10144";;;RUE DANIELLE CASANOVA;rue Danielle Casanova;1944/12/18;"20";Voie publique de la Ville de Paris;rue;;Danielle Casanova;"[ ""01e"", ""02e"" ]";"[ ""Gaillon"", ""Place Vendôme"" ]";"[ ""70D1"", ""70C2"" ]";"avenue de l'Opéra, 31.";"place Vendôme, 28 et rue de la Paix.";230;12;"32";"37";"Non retenus au POS et non repris au PLU : Ordonnance du 4 octobre 1826, sauf au droit du n° 37, aligné par lettres patentes du 7 avril 1699.";L'immeuble n° 37 est assujetti à une servitude d'architecture (Lettres patentes du 7 avril 1699).;"Précédemment partie de la rue des Petits Champs. Plus anciennement, partie de la rue Neuve des Petits Champs.";Arrêté du 18 décembre 1944.;;;Arrêté du 31 août 1945.;"Danielle Casanova (1909-1943), résistante, morte en déportation.";;;;;"lat: 48.8679363826062, lon: 2.331833395163409";Dénomination actuelle
"12490";;;ALLEE NIJINSKI;allée Nijinski;1990/06/07;"20";Domaine public ne constituant pas du domaine public routier de la Ville de Paris;allée;;Nijinski;"[ ""04e"" ]";"[ ""Saint-Merri"" ]";"[ ""91B1"" ]";au carrefour des rues Saint-Martin et de Rivoli.;carrefour du boulevard de Sébastopol et de la rue de Rivoli.;;;;;;;;Arrêté municipal du 7 juin 1990.;;Voie située dans le square de la Tour Saint-Jacques.;;"Vaslav Fomitch Nijinski (Kiev, 1890-Londres, 1950), danseur étoile et chorégraphe russe d'origine polonaise qui fut la plus grande figure de la danse masculine du début du XXe siècle.";;;;;"lat: 48.85791755658742, lon: 2.348705581908034";Dénomination actuelle
"11811";;;RUE LEOPOLD BELLAN;rue Léopold Bellan;1937/01/09;"20";Voie publique de la Ville de Paris;rue;;Léopold Bellan;"[ ""02e"" ]";"[ ""Mail"" ]";"[ ""71C2"" ]";"rue Montorgueil, 73 et rue des Petits Carreaux, 1.";"rue Montmartre, 82.";190;15;"40";"29";"Non retenus au POS et non repris au PLU : Arrêté du 26 février 1937 : côté pair, entre la rue des Petits Carreaux et le n° 36 inclus (anciennement 80), et pan coupé avec la rue Montmartre ; côté impair, entre le n° 17 inclus (anciennement 81), et la rue Montmartre. Ordonnance royale du 23 juillet 1828, le surplus de la voie. Un arrêté du 1er avril 1937 a déclaré d'utilité publique l'élargissement du côté impair.";;"Cette voie existait en 1450 ; elle a porté successivement les noms de : ruelle des Aigoux (1489), rue du Bout du Monde (XVIe siècle), rue du Cadran (1807) et enfin, en 1851, rue Saint-Sauveur (partie).";Arrêté du 9 janvier 1937.;;;Arrêté du 28 avril 1937.;"Léopold Bellan (1858-1935), conseiller municipal du quartier.";;Arrêté du 26 février 1937.;;;"lat: 48.86659131066775, lon: 2.3455787798766874";Dénomination actuelle
"11443";;;RUE JEAN CALVIN;rue Jean Calvin;1936/07/27;"20";Voie publique de la Ville de Paris;rue;;Jean Calvin;"[ ""05e"" ]";"[ ""Val-de-Grâce"" ]";"[ ""111B3"" ]";"place Lucien Herr, et rue Lhomond, 51.";en impasse.;80;20;"12";"9";"Non retenus au POS et non repris au PLU : Décret du 4 novembre 1928 (UP), sur des longueurs de 23 m côté pair et de 10 m côté impair à compter de la partie déclassée. Arrêté du 12 avril 1947 (UP), prolongement jusqu'aux rues Lhomond et Tournefort. Arrêté du 5 avril 1975, au droit de la partie déclassée (nos 1 et 1/A).";;Une longueur de 15 m à partir de la rue Mouffetard fut déclassée par l'arrêté du 5 avril 1975 puis supprimée.;Arrêté du 27 juillet 1936.;;Communique avec la rue Mouffetard par un passage sous voûte traversant le 96 à 100 rue Mouffetard.;;"Jean Chauvin, dit Calvin (1509-1564), réformateur religieux et écrivain français.";"Arrêté préfectoral du 5 avril 1975, déclassement partiel.";Arrêté du 12 avril 1947.;;"Décret du 4 novembre 1928 (UP), sur des longueurs de 23 m côté pair et de 10 m côté impair à compter de la partie déclassée. Arrêté du 12 avril 1947 (UP), prolongement jusqu'aux rues Lhomond et Tournefort.";"lat: 48.84156282593439, lon: 2.348854085055337";Dénomination actuelle
"11908";;;PLACE LOUIS ARMSTRONG;place Louis Armstrong;1992/02/04;"20";Voie publique de la Ville de Paris;place;;Louis Armstrong;"[ ""13e"" ]";"[ ""Salpêtrière"" ]";"[ ""112C4"", ""112C2"" ]";"intersection de rue Esquirol, rue Jeanne d'Arc, et rue Jenner.";;;;;"1";;;;Arrêté municipal du 4 février 1992.;;;;"Louis Armstrong dit Satchmo (La Nouvelle-Orléans, 1901-New York, 1971), trompettiste, chanteur et chef d'orchestre noir américain, initiateur de Jazz classique.";;;;;"lat: 48.836080028457815, lon: 2.359999300388766";Dénomination actuelle
"12299";;;RUE MONSEIGNEUR RODHAIN;rue Monseigneur Rodhain;1984/11/26;"20";Voie publique de la Ville de Paris;rue;;Monseigneur Rodhain;"[ ""10e"" ]";"[ ""Hôpital Saint-Louis"" ]";"[ ""52D3"" ]";"quai de Valmy, 135.";"rue Robert Blache, 2.";45;6.5;"12";"7";;;Elle avait été provisoirement dénommée N/10.;Arrêté municipal du 26 novembre 1984.;;;;"Jean Rodhain (Remiremont, 1900-1977), prêtre, aumônier fédéral de la JOC à Paris en 1935 ; aumônier général de l'armée française, il organisa le rapatriement des déportés ; fondateur du secours catholique.";;;;;"lat: 48.87686379185541, lon: 2.3642518781490134";Dénomination actuelle
"14234";;;VOIE F/8;voie F/8;1963/01/01;"20";Voie privée non inscrite à la liste des voies privées ouvertes à la circulation publique;voie;;F/8;"[ ""08e"" ]";"[ ""Europe"" ]";"[ ""69A1"" ]";"rue de Courcelles, 16.";en impasse;91;5;"12";"13";;;;;;;;;;;;;"lat: 48.874016303689345, lon: 2.3113147378247385";Dénomination actuelle
"13323";;;PLACE DE ROUBAIX;place de Roubaix;1987/01/09;"20";Voie publique de la Ville de Paris;place;de;Roubaix;"[ ""10e"" ]";"[ ""Saint-Vincent-de-Paul"" ]";"[ ""51D2"" ]";"intersection du boulevard de Magenta et des rues de Maubeuge, Saint-Vincent de Paul et de Dunkerque.";;;;;;;;;Arrêté municipal du 9 janvier 1987.;;;;"Chef lieu de canton du nord, arrondissement de Lille, en Flandres ; ville manufacturière.";;;;;"lat: 48.88050373543224, lon: 2.352385919715444";Dénomination actuelle
"14247";;;VOIE G/11;voie G/11;1956/01/01;"20";Voie privée inscrite à la liste des voies privées ouvertes à la circulation publique;voie;;G/11;"[ ""11e"" ]";"[ ""Sainte-Marguerite"" ]";"[ ""93D1"", ""93D2"" ]";"rue Saint-Bernard, 20.";en impasse;51;3;"6";"1";;;;;;voie privée ouverte à la circulation publique (arr. mun. du 10 juillet 1991).;;;;;;;"lat: 48.851598536154754, lon: 2.382051743928002";Dénomination actuelle
"13405";;;RUE VICTOR SCHOELCHER;rue Victor Schoelcher;2000/07/04;"20";Voie publique de la Ville de Paris;rue;;Victor Schoelcher;"[ ""14e"" ]";"[ ""Montparnasse"" ]";"[ ""110C2"", ""110C4"" ]";"boulevard Raspail, 268.";"rue Froidevaux, 12.";187;13;"6";"17";"Non retenus au POS et non repris au PLU : Décret du 14 septembre 1892, sur une longueur de 44 m à partir du boulevard Raspail.";;Ouverte par la Ville sur les terrains détachés du cimetière du Sud. Précédemment dénommée rue Schoelcher.;Arrêté municipal du 4 juillet 2000.;;;;"Victor Schoelcher (1804-1893), homme politique français. Il contribua  à faire adopter le 27 avril 1848  le  décret  abolissant  l'esclavage dans les colonies.";;;;;"lat: 48.83600361853853, lon: 2.3306697066116504";Dénomination actuelle
"14196";;;VOIE B/6;voie B/6;1960/01/01;"20";Voie privée non inscrite à la liste des voies privées ouvertes à la circulation publique;voie;;B/6;"[ ""06e"" ]";"[ ""Notre-Dame-des-Champs"" ]";"[ ""110B3"" ]";"rue d'Assas, 100 bis.";en impasse.;43;2;"8";;;;Passage ouvert dans un lotissement appartenant aux consorts Aubrun.;;;;;;;;;Passage ouvert en 1949.;"lat: 48.842905922042654, lon: 2.33375059470594";Dénomination actuelle
"14227";;;VOIE E/7;voie E/7;1964/01/01;"20";Voie privée non inscrite à la liste des voies privées ouvertes à la circulation publique;voie;;E/7;"[ ""07e"" ]";"[ ""Gros-Caillou"" ]";"[ ""88B2"" ]";"rue Surcouf, 26.";en impasse.;32;3.5;"5";"4";;;;;;;;;;;;;"lat: 48.860167893730036, lon: 2.309294472863389";Dénomination actuelle
"14989";;;PLACE SIMONE MICHEL-LEVY;place Simone Michel-Lévy;2006/08/11;"21";Voie publique de la Ville de Paris;place;;Simone Michel-Lévy;"[ ""07e"", ""15e"" ]";"[ ""École-Militaire"", ""Necker"" ]";"[ ""109A1"" ]";"terre-plein central de l'avenue de Saxe, au niveau du numéro 59 et se terminant rue de Sèvres.";;50;20;;;;;;Arrêté municipal du 11 août 2006.;;;;"Simone Michel-Lévy (Chaussin(Jura), 1906-Flossenburg(Allemagne), 1945), grande résistante. Titulaire à titre posthume de la Légion d'Honneur, de la Croix de Guerre 39/45. Elle est l'une des six femmes à avoir été élevées à la distinction de Compagnon de la Libération par le Général de Gaulle.";;;;;"lat: 48.84614576587209, lon: 2.3134033316175318";Dénomination actuelle
"15117";;;JARDIN JANE AVRIL;jardin Jane Avril;2013/10/15;"21";Voie publique de la Ville de Paris;jardin;;Jane Avril;"[ ""11e"", ""20e"" ]";"[ ""Père-Lachaise"", ""Saint-Ambroise"" ]";"[ ""73D2"" ]";"espace végétalisé du terre-plein central du boulevard de Ménilmontant, au droit des numéros 129 à 137 et 140 à 148.";;;;;;;;;Délibération municipale du 14 et 15 octobre 2013.;;;;"Jane Louise Beaudon (Paris, 1868-Paris, 1943) célèbre danseuse du Moulin Rouge de la Belle-Epoque qui fut immortalisée par le peintre Toulouse-Lautrec.";;;;;"lat: 48.86652316311159, lon: 2.383375702774351";Dénomination actuelle
"15757";;;RUE NELLY KAPLAN;rue Nelly Kaplan;2025/10/10;"21";Voie privée destinée à devenir publique;rue;;Nelly Kaplan;"[ ""12e"" ]";"[ ""Bercy"" ]";;;;;;;;;;Précédemment voie EE/12.;"Délibération municipale des 7, 8, 9 et 10 octobre 2025.";;;;"Nelly Kaplan (Buenos Aires, 1931 - Genève, 2020), scénariste et cinéaste.";;;;;"lat: 48.841904059488265, lon: 2.38315623214652";Dénomination actuelle
"14870";;;RUE DE BUENOS AIRES;rue de Buenos Aires;2001/12/12;"21";Voie publique de la Ville de Paris;rue;de;Buenos Aires;"[ ""07e"" ]";"[ ""Gros-Caillou"" ]";"[ ""87B4"" ]";allée Léon Bourgeois.;"avenue de Suffren, 3.";40;12;"4";"3";Non retenus au POS et non repris au PLU : Décret du 4 février 1911.;;Voie précédemment dénommée rue de Buenos Ayres.;Arrêté municipal du 12 décembre 2001.;Décret du 4 février 1911.;;Arrêté du 7 novembre 1911.;"Fondée en 1536 par Pedro de Mendoza, Buenos Aires devient la capitale fédérale de l' Argentine en 1880.";;Décret du 4 février 1911.;;Ouverte par la Ville de Paris en 1880.;"lat: 48.857117762003675, lon: 2.2922378228920266";Dénomination actuelle
"15031";;;PASSAGE DE LA CANOPEE;passage de la Canopée;2015/11/23;"21";Voie publique de la Ville de Paris;passage;de la;Canopée;"[ ""01e"" ]";"[ ""Halles"" ]";"[ ""71C4"" ]";"passage situé sous la verrière de la Canopée, entre la porte Lescot et le jardin Nelson Mandela.";;;;"12";"7";;;;Délibération municipale Du 23 novembre 2015.;;Accès au niveau du sol.;;Appellation donnée pour la mise en valeur du projet majeur de réaménagement du quartier des Halles.;;;;;"lat: 48.86186813334679, lon: 2.346942346329301";Dénomination actuelle
"15755";;;RUE AGATHA CHRISTIE;rue Agatha Christie;2025/10/10;"21";Voie privée destinée à devenir publique;rue;;Agatha Christie;"[ ""12e"" ]";"[ ""Bercy"" ]";;;;;;;;;;Précédemment voie EG/12.;"Délibération municipale des 7, 8, 9 et 10 octobre 2025.";;;;"Agatha Christie, née Agatha Mary Clarissa Miller (Torquay (Royaume-Uni), 1890 - Wallingford (Royaume Uni), 1976), écrivaine.";;;;;"lat: 48.84257285910423, lon: 2.3827040389481806";Dénomination actuelle
"13928";;;PLACE DE VALENCIENNES;place de Valenciennes;1845/04/11;"19";Voie publique de la Ville de Paris;place;de;Valenciennes;"[ ""10e"" ]";"[ ""Saint-Vincent-de-Paul"" ]";"[ ""51D4"" ]";"intersection des boulevards de Magenta, de Denain et de la rue La Fayette.";;;;;;;;"Précédemment, place du Delta. Formée en même temps que la rue La Fayette (ord. du 27 novembre 1822), son étendue a été modifiée par les ord. des 6 janvier 1825 et 31 janvier 1827 et par les déc. des 19 novembre 1855 et 27 août 1859.";Décision ministérielle du 11 avril 1845.;;;;"Ville du département du Nord ; voisinage de la gare du Nord.";;;;Voie formée en même temps que la rue La Fayette (Ordonnance du 27 novembre 1822).;"lat: 48.87862089565951, lon: 2.354095316854739";Dénomination actuelle
"15753";;;RUE EMMANUELE BERNHEIM;rue Emmanuèle Bernheim;2025/10/10;"21";Voie privée destinée à devenir publique;rue;;Emmanuèle Bernheim;"[ ""12e"" ]";"[ ""Bercy"" ]";;;;;;;;;;Précédemment voie EC/12.;"Délibération municipale des 7, 8, 9 et 10 octobre 2025.";;;;"Emmanuelle Bernheim, née Claude, Emmanuèle, Renée Bernheim (Boulogne Billancourt, 1955 – Paris, 2017). Romancière, essayiste et scénariste.";;;;;"lat: 48.84152041869144, lon: 2.3838287399527043";Dénomination actuelle
"15178";;;PLACETTE JACQUELINE DE ROMILLY;placette Jacqueline de Romilly;2016/12/12;"21";Voie publique de la Ville de Paris;placette;;Jacqueline de Romilly;"[ ""05e"" ]";"[ ""Saint-Victor"", ""Sorbonne"" ]";"[ ""91D3"" ]";à la jonction des rues Descartes et de la Montagne Sainte-Geneviève.;;;;;;;;;"Délibération municipale Du 12, 13, 14 et 15 décembre 2016.";;;;"Jacqueline de Romilly (Chartres, 1913-Boulogne-Billancourt, 2010), philologue, femme de lettres, professeur et hélléniste.";;;;;"lat: 48.84733203534117, lon: 2.348521001367143";Dénomination actuelle
"10586";;;RUE ETIENNE MARCEL;rue Étienne Marcel;1881/01/20;"19";Voie publique de la Ville de Paris;rue;;Étienne Marcel;"[ ""01e"", ""02e"" ]";"[ ""Bonne-Nouvelle"", ""Halles"", ""Mail"" ]";"[ ""71D3"", ""71C1"" ]";"boulevard de Sébastopol, 65.";"place des Victoires, 7.";702;20;"54";"51";"Non retenus au POS et non repris au PLU : Décret du 29 septembre 1854 (UP), entre le boulevard de Sébastopol et la rue Saint-Denis (A). Décret du 16 janvier 1882, partie B. Décret du 13 novembre 1881, pans coupés, côté pair, aux angles de la rue Française. Arrêté du 19 août 1929, pans coupés aux angles de la rue Montorgueil, côté impair. Décret du 9 mars 1880 (UP), partie C. Décret du 12 février 1890, côté pair, raccordement avec les côtés pairs des rues Montmartre et Tiquetonne. Décret du 26 juillet 1883 (UP), partie D.";;La partie A était anciennement comprise dans la rue aux Ours. La rue Etienne Marcel a absorbé une partie de la rue Mauconseil.;"Arrêté du 6 avril 1881, parties A et B. Arrêté du 20 janvier 1881, parties C et D.";"Décret du 16 janvier 1882, entre les rues Saint-Denis et Montorgueil (B).";;"Arrêté du 15 juin 1881, parties A et B. Arrêté du 17 juin 1886, entre la rue Montorgueil et la place des Victoires";"Etienne Marcel (1310-1358), prévôt des marchands ; l'un des fondateurs de l'organisation administrative de Paris.";"Arrêté municipal du 10 juillet 1984, au droit du n° 47.";"Décret du 16 janvier 1882, partie B. Décret du 9 mars 1880 (UP), partie C. Décret du 26 juillet 1883 (UP), partie D.";;"La partie A a été ouverte au XIIIe siècle. La partie B a été exécutée lors du percement de la rue de Turbigo. Décret du 9 mars 1880 (UP), depuis la rue Montorgueil jusqu'aux rues Hérold et d'Argout (C). Décret du 26 juillet 1883 (UP), depuis les rues Hérold et d'Argout jusqu'à la place des Victoires (D).";"lat: 48.86452714093819, lon: 2.3462562109982374";Dénomination actuelle
